品番,ライフサイクル,グループ,機能1,機能2,V<sub>CC</sub> (Min)(V),V<sub>CC</sub> (Max)(V),I<sub>O</sub> (Min)(mA),tpd_tpz (Typ.)(nsec),ピン数,面実装区分,パッケージ名(Toshiba),
"74VHC245FT","開発中","TC74VHC","Gate","Bus Transceiver","2","5.5","8","4","20","Y","TSSOP20B",
"TC4001BFT","","TC","Gate","NOR","3","18","0.51","25","14","Y","TSSOP14",
"TC4001BF","","TC","Gate","NOR","3","18","0.51","25","14","Y","SOP14",
"TC4001BP","","TC","Gate","NOR","3","18","0.51","25","14","N","DIP14",
"TC4011BFT","","TC","Gate","NAND","3","18","0.51","25","14","Y","TSSOP14",
"TC4011BF","","TC","Gate","NAND","3","18","0.51","25","14","Y","SOP14",
"TC4011BP","","TC","Gate","NAND","3","18","0.51","25","14","N","DIP14",
"TC4013BF","","TC","Flip-Flop","D-Type Flip-Flop","3","18","0.51","50","14","Y","SOP14",
"TC4013BP","","TC","Flip-Flop","D-Type Flip-Flop","3","18","0.51","50","14","N","DIP14",
"TC4015BF","","TC","Shift Register","Shift Register","3","18","0.51","50","16","Y","SOP16",
"TC4015BP","","TC","Shift Register","Shift Register","3","18","0.51","50","16","N","DIP16",
"TC4017BF","","TC","Counter","Decade Counter","3","18","0.51","85","16","Y","SOP16",
"TC4017BP","","TC","Counter","Decade Counter","3","18","0.51","85","16","N","DIP16",
"TC4020BF","","TC","Counter","Binary Counter","3","18","0.51","65","16","Y","SOP16",
"TC4020BP","","TC","Counter","Binary Counter","3","18","0.51","65","16","N","DIP16",
"TC4021BF","","TC","Shift Register","Parallel-In/Serial-Out Shift Register","3","18","0.51","45","16","Y","SOP16",
"TC4021BP","","TC","Shift Register","Parallel-In/Serial-Out Shift Register","3","18","0.51","45","16","N","DIP16",
"TC4024BF","","TC","Counter","Binary Counter","3","18","0.51","30","14","Y","SOP14",
"TC4024BP","","TC","Counter","Binary Counter","3","18","0.51","30","14","N","DIP14",
"TC4027BF","","TC","Flip-Flop","J-K Flip-Flop","3","18","0.51","60","16","Y","SOP16",
"TC4027BP","","TC","Flip-Flop","J-K Flip-Flop","3","18","0.51","60","16","N","DIP16",
"TC4028BF","","TC","Decoder","BCD-to-Decimal Decoder","3","18","0.51","40","16","Y","SOP16",
"TC4028BP","","TC","Decoder","BCD-to-Decimal Decoder","3","18","0.51","40","16","N","DIP16",
"TC4030BF","","TC","Gate","Exclusive-OR","3","18","0.51","35","14","Y","SOP14",
"TC4030BP","","TC","Gate","Exclusive-OR","3","18","0.51","35","14","N","DIP14",
"TC4040BF","","TC","Counter","Binary Counter","3","18","0.51","65","16","Y","SOP16",
"TC4040BP","","TC","Counter","Binary Counter","3","18","0.51","65","16","N","DIP16",
"TC4044BF","","TC","Latch","R/S Latch","3","18","0.51","35","16","Y","SOP16",
"TC4044BP","","TC","Latch","R/S Latch","3","18","0.51","35","16","N","DIP16",
"TC4049BF","","TC","Gate","Inverter Buffer","3","18","3.2","30","16","Y","SOP16",
"TC4049BP","","TC","Gate","Inverter Buffer","3","18","3.2","30","16","N","DIP16",
"TC4050BF","","TC","Gate","Non-Inverter Buffer","3","18","3.2","25","16","Y","SOP16",
"TC4050BP","","TC","Gate","Non-Inverter Buffer","3","18","3.2","25","16","N","DIP16",
"TC4051BFT","","TC","Multiplexer","8-Channel Analog Multiplexer","3","18","","6","16","Y","TSSOP16",
"TC4051BF","","TC","Multiplexer","8-Channel Analog Multiplexer","3","18","","6","16","Y","SOP16",
"TC4051BP","","TC","Multiplexer","8-Channel Analog Multiplexer","3","18","","6","16","N","DIP16",
"TC4052BFT","","TC","Multiplexer","4-Channel Analog Multiplexer","3","18","","6","16","Y","TSSOP16",
"TC4052BF","","TC","Multiplexer","4-Channel Analog Multiplexer","3","18","","6","16","Y","SOP16",
"TC4052BP","","TC","Multiplexer","4-Channel Analog Multiplexer","3","18","","6","16","N","DIP16",
"TC4053BFT","","TC","Multiplexer","2-Channel Analog Multiplexer","3","18","","6","16","Y","TSSOP16",
"TC4053BF","","TC","Multiplexer","2-Channel Analog Multiplexer","3","18","","6","16","Y","SOP16",
"TC4053BP","","TC","Multiplexer","2-Channel Analog Multiplexer","3","18","","6","16","N","DIP16",
"TC4066BFT","","TC","Other","Bilateral Switch","3","18","","5","14","Y","TSSOP14",
"TC4066BF","","TC","Other","Bilateral Switch","3","18","","5","14","Y","SOP14",
"TC4066BP","","TC","Other","Bilateral Switch","3","18","","5","14","N","DIP14",
"TC4069UBFT","","TC","Gate","Inverter","3","18","0.51","25","14","Y","TSSOP14",
"TC4069UBF","","TC","Gate","Inverter","3","18","0.51","25","14","Y","SOP14",
"TC4069UBP","","TC","Gate","Inverter","3","18","0.51","25","14","N","DIP14",
"TC4071BF","","TC","Gate","OR","3","18","0.51","25","14","Y","SOP14",
"TC4071BP","","TC","Gate","OR","3","18","0.51","25","14","N","DIP14",
"TC4081BF","","TC","Gate","AND","3","18","0.51","25","14","Y","SOP14",
"TC4081BP","","TC","Gate","AND","3","18","0.51","25","14","N","DIP14",
"TC4093BF","","TC","Gate","Schmitt NAND","3","18","0.51","40","14","Y","SOP14",
"TC4093BP","","TC","Gate","Schmitt NAND","3","18","0.51","40","14","N","DIP14",
"TC4094BF","","TC","Shift Register","Shift-and-Store Bus Register","3","18","0.51","65","16","Y","SOP16",
"TC4094BP","","TC","Shift Register","Shift-and-Store Bus Register","3","18","0.51","65","16","N","DIP16",
"TC4511BF","","TC","Decoder","BCD-to-7-Segment Decoder","3","18","0.51","65","16","Y","SOP16",
"TC4511BP","","TC","Decoder","BCD-to-7-Segment Decoder","3","18","0.51","65","16","N","DIP16",
"TC4512BF","","TC","Other","Data Selector","3","18","0.51","65","16","Y","SOP16",
"TC4512BP","","TC","Other","Data Selector","3","18","0.51","65","16","N","DIP16",
"TC4520BF","","TC","Counter","Binary Counter","3","18","0.51","60","16","Y","SOP16",
"TC4520BP","","TC","Counter","Binary Counter","3","18","0.51","60","16","N","DIP16",
"TC4521BP","","TC","Counter","Frequency Divider","3","18","0.51","70","16","N","DIP16",
"TC4538BF","","TC","Multivibrator","Monostable Multivibrator","3","18","0.51","100","16","Y","SOP16",
"TC4538BP","","TC","Multivibrator","Monostable Multivibrator","3","18","0.51","100","16","N","DIP16",
"TC4584BF","","TC","Gate","Schmitt Inverter","3","18","0.51","60","14","Y","SOP14",
"TC4584BP","","TC","Gate","Schmitt Inverter","3","18","0.51","60","14","N","DIP14",
"TC74AC00FT","","TC74AC","Gate","NAND","2","5.5","24","3.8","14","Y","TSSOP14",
"TC74AC00F","","TC74AC","Gate","NAND","2","5.5","24","3.8","14","Y","SOP14",
"TC74AC00P","","TC74AC","Gate","NAND","2","5.5","24","3.8","14","N","DIP14",
"TC74AC02FT","","TC74AC","Gate","NOR","2","5.5","24","3.7","14","Y","TSSOP14",
"TC74AC02F","","TC74AC","Gate","NOR","2","5.5","24","3.7","14","Y","SOP14",
"TC74AC02P","","TC74AC","Gate","NOR","2","5.5","24","3.7","14","N","DIP14",
"TC74AC04FT","","TC74AC","Gate","Inverter","2","5.5","24","3.2","14","Y","TSSOP14",
"TC74AC04F","","TC74AC","Gate","Inverter","2","5.5","24","3.2","14","Y","SOP14",
"TC74AC04P","","TC74AC","Gate","Inverter","2","5.5","24","3.2","14","N","DIP14",
"TC74AC05F","","TC74AC","Gate","Inverter (Open Drain)","2","5.5","24","3.4","14","Y","SOP14",
"TC74AC05P","","TC74AC","Gate","Inverter (Open Drain)","2","5.5","24","3.4","14","N","DIP14",
"TC74AC08FT","","TC74AC","Gate","AND","2","5.5","24","3.4","14","Y","TSSOP14",
"TC74AC08F","","TC74AC","Gate","AND","2","5.5","24","3.4","14","Y","SOP14",
"TC74AC08P","","TC74AC","Gate","AND","2","5.5","24","3.4","14","N","DIP14",
"TC74AC109F","","TC74AC","Flip-Flop","J-K Flip-Flop","2","5.5","24","6.1","16","Y","SOP16",
"TC74AC109P","","TC74AC","Flip-Flop","J-K Flip-Flop","2","5.5","24","6.1","16","N","DIP16",
"TC74AC10F","","TC74AC","Gate","NAND","2","5.5","24","6.1","14","Y","SOP14",
"TC74AC10P","","TC74AC","Gate","NAND","2","5.5","24","6.1","14","N","DIP14",
"TC74AC112F","","TC74AC","Flip-Flop","J-K Flip-Flop","2","5.5","24","6.5","16","Y","SOP16",
"TC74AC112P","","TC74AC","Flip-Flop","J-K Flip-Flop","2","5.5","24","6.5","16","N","DIP16",
"TC74AC11F","","TC74AC","Gate","AND","2","5.5","24","5.3","14","Y","SOP14",
"TC74AC11P","","TC74AC","Gate","AND","2","5.5","24","5.3","14","N","DIP14",
"TC74AC125FT","","TC74AC","Gate","Bus Buffer","2","5.5","24","4","14","Y","TSSOP14",
"TC74AC125F","","TC74AC","Gate","Bus Buffer","2","5.5","24","4","14","Y","SOP14",
"TC74AC125P","","TC74AC","Gate","Bus Buffer","2","5.5","24","4","14","N","DIP14",
"TC74AC126F","","TC74AC","Gate","Bus Buffer","2","5.5","24","4","14","Y","SOP14",
"TC74AC126P","","TC74AC","Gate","Bus Buffer","2","5.5","24","4","14","N","DIP14",
"TC74AC138FT","","TC74AC","Decoder","3-to-8 Line Decoder","2","5.5","24","5.9","16","Y","TSSOP16",
"TC74AC138F","","TC74AC","Decoder","3-to-8 Line Decoder","2","5.5","24","5.9","16","Y","SOP16",
"TC74AC138P","","TC74AC","Decoder","3-to-8 Line Decoder","2","5.5","24","5.9","16","N","DIP16",
"TC74AC139FT","","TC74AC","Decoder","2-to-4 Line Decoder","2","5.5","24","5.9","16","Y","TSSOP16",
"TC74AC139F","","TC74AC","Decoder","2-to-4 Line Decoder","2","5.5","24","5.9","16","Y","SOP16",
"TC74AC139P","","TC74AC","Decoder","2-to-4 Line Decoder","2","5.5","24","5.9","16","N","DIP16",
"TC74AC14FT","","TC74AC","Gate","Schmitt Inverter","2","5.5","24","5.3","14","Y","TSSOP14",
"TC74AC14F","","TC74AC","Gate","Schmitt Inverter","2","5.5","24","5.3","14","Y","SOP14",
"TC74AC14P","","TC74AC","Gate","Schmitt Inverter","2","5.5","24","5.3","14","N","DIP14",
"TC74AC151F","","TC74AC","Multiplexer","8-Channel Multiplexer","2","5.5","24","5.3","16","Y","SOP16",
"TC74AC151P","","TC74AC","Multiplexer","8-Channel Multiplexer","2","5.5","24","5.3","16","N","DIP16",
"TC74AC153F","","TC74AC","Multiplexer","4-Channel Multiplexer","2","5.5","24","3.9","16","Y","SOP16",
"TC74AC153P","","TC74AC","Multiplexer","4-Channel Multiplexer","2","5.5","24","3.9","16","N","DIP16",
"TC74AC157FT","","TC74AC","Multiplexer","2-Channel Multiplexer","2","5.5","24","4.5","16","Y","TSSOP16",
"TC74AC157F","","TC74AC","Multiplexer","2-Channel Multiplexer","2","5.5","24","4.5","16","Y","SOP16",
"TC74AC157P","","TC74AC","Multiplexer","2-Channel Multiplexer","2","5.5","24","4.5","16","N","DIP16",
"TC74AC161FT","","TC74AC","Counter","Binary Counter","2","5.5","24","6.5","16","Y","TSSOP16",
"TC74AC161F","","TC74AC","Counter","Binary Counter","2","5.5","24","6.5","16","Y","SOP16",
"TC74AC161P","","TC74AC","Counter","Binary Counter","2","5.5","24","6.5","16","N","DIP16",
"TC74AC163FT","","TC74AC","Counter","Binary Counter","2","5.5","24","6.5","16","Y","TSSOP16",
"TC74AC163F","","TC74AC","Counter","Binary Counter","2","5.5","24","6.5","16","Y","SOP16",
"TC74AC163P","","TC74AC","Counter","Binary Counter","2","5.5","24","6.5","16","N","DIP16",
"TC74AC164FT","","TC74AC","Shift Register","Serial-In/Parallel-Out Shift Register","2","5.5","24","6.6","14","Y","TSSOP14",
"TC74AC164F","","TC74AC","Shift Register","Serial-In/Parallel-Out Shift Register","2","5.5","24","6.6","14","Y","SOP14",
"TC74AC164P","","TC74AC","Shift Register","Serial-In/Parallel-Out Shift Register","2","5.5","24","6.6","14","N","DIP14",
"TC74AC166F","","TC74AC","Shift Register","Parallel-In/Serial-Out Shift Register","2","5.5","24","6.6","16","Y","SOP16",
"TC74AC166P","","TC74AC","Shift Register","Parallel-In/Serial-Out Shift Register","2","5.5","24","6.6","16","N","DIP16",
"TC74AC174FT","","TC74AC","Flip-Flop","D-Type Flip-Flop","2","5.5","24","6.7","16","Y","TSSOP16",
"TC74AC174F","","TC74AC","Flip-Flop","D-Type Flip-Flop","2","5.5","24","6.7","16","Y","SOP16",
"TC74AC174P","","TC74AC","Flip-Flop","D-Type Flip-Flop","2","5.5","24","6.7","16","N","DIP16",
"TC74AC175FT","","TC74AC","Flip-Flop","D-Type Flip-Flop","2","5.5","24","6.1","16","Y","TSSOP16",
"TC74AC175F","","TC74AC","Flip-Flop","D-Type Flip-Flop","2","5.5","24","6.1","16","Y","SOP16",
"TC74AC175P","","TC74AC","Flip-Flop","D-Type Flip-Flop","2","5.5","24","6.1","16","N","DIP16",
"TC74AC20F","","TC74AC","Gate","NAND","2","5.5","24","4.1","14","Y","SOP14",
"TC74AC20P","","TC74AC","Gate","NAND","2","5.5","24","4.1","14","N","DIP14",
"TC74AC240FT","","TC74AC","Gate","Bus Buffer","2","5.5","24","4","20","Y","TSSOP20",
"TC74AC240F","","TC74AC","Gate","Bus Buffer","2","5.5","24","4","20","Y","SOP20",
"TC74AC240P","","TC74AC","Gate","Bus Buffer","2","5.5","24","4","20","N","DIP20",
"TC74AC244FT","","TC74AC","Gate","Bus Buffer","2","5.5","24","4","20","Y","TSSOP20",
"TC74AC244F","","TC74AC","Gate","Bus Buffer","2","5.5","24","4","20","Y","SOP20",
"TC74AC244P","","TC74AC","Gate","Bus Buffer","2","5.5","24","4","20","N","DIP20",
"TC74AC245FT","","TC74AC","Gate","Bus Transceiver","2","5.5","24","3.9","20","Y","TSSOP20",
"TC74AC245F","","TC74AC","Gate","Bus Transceiver","2","5.5","24","3.9","20","Y","SOP20",
"TC74AC245P","","TC74AC","Gate","Bus Transceiver","2","5.5","24","3.9","20","N","DIP20",
"TC74AC257F","","TC74AC","Multiplexer","2-Channel Multiplexer","2","5.5","24","3.6","16","Y","SOP16",
"TC74AC257P","","TC74AC","Multiplexer","2-Channel Multiplexer","2","5.5","24","3.6","16","N","DIP16",
"TC74AC258F","","TC74AC","Multiplexer","2-Channel Multiplexer","2","5.5","24","3.6","16","Y","SOP16",
"TC74AC258P","","TC74AC","Multiplexer","2-Channel Multiplexer","2","5.5","24","3.6","16","N","DIP16",
"TC74AC273FT","","TC74AC","Flip-Flop","D-Type Flip-Flop","2","5.5","24","6.5","20","Y","TSSOP20",
"TC74AC273F","","TC74AC","Flip-Flop","D-Type Flip-Flop","2","5.5","24","6.5","20","Y","SOP20",
"TC74AC273P","","TC74AC","Flip-Flop","D-Type Flip-Flop","2","5.5","24","6.5","20","N","DIP20",
"TC74AC280F","","TC74AC","Arithmetic Circuits","Parity Generator","2","5.5","24","7.8","14","Y","SOP14",
"TC74AC280P","","TC74AC","Arithmetic Circuits","Parity Generator","2","5.5","24","7.8","14","N","DIP14",
"TC74AC283F","","TC74AC","Arithmetic Circuits","Full Adder","2","5.5","24","7","16","Y","SOP16",
"TC74AC283P","","TC74AC","Arithmetic Circuits","Full Adder","2","5.5","24","7","16","N","DIP16",
"TC74AC299F","","TC74AC","Shift Register","Parallel-In/Parallel-Out Shift Register","2","5.5","24","6.8","20","Y","SOP20",
"TC74AC299P","","TC74AC","Shift Register","Parallel-In/Parallel-Out Shift Register","2","5.5","24","6.8","20","N","DIP20",
"TC74AC32FT","","TC74AC","Gate","OR","2","5.5","24","4.1","14","Y","TSSOP14",
"TC74AC32F","","TC74AC","Gate","OR","2","5.5","24","4.1","14","Y","SOP14",
"TC74AC32P","","TC74AC","Gate","OR","2","5.5","24","4.1","14","N","DIP14",
"TC74AC367FT","","TC74AC","Gate","Bus Buffer","2","5.5","24","3.7","16","Y","TSSOP16",
"TC74AC367F","","TC74AC","Gate","Bus Buffer","2","5.5","24","3.7","16","Y","SOP16",
"TC74AC367P","","TC74AC","Gate","Bus Buffer","2","5.5","24","3.7","16","N","DIP16",
"TC74AC373FT","","TC74AC","Latch","D-Type Latch","2","5.5","24","4.8","20","Y","TSSOP20",
"TC74AC373F","","TC74AC","Latch","D-Type Latch","2","5.5","24","4.8","20","Y","SOP20",
"TC74AC373P","","TC74AC","Latch","D-Type Latch","2","5.5","24","4.8","20","N","DIP20",
"TC74AC374FT","","TC74AC","Flip-Flop","D-Type Flip-Flop","2","5.5","24","6.1","20","Y","TSSOP20",
"TC74AC374F","","TC74AC","Flip-Flop","D-Type Flip-Flop","2","5.5","24","6.1","20","Y","SOP20",
"TC74AC374P","","TC74AC","Flip-Flop","D-Type Flip-Flop","2","5.5","24","6.1","20","N","DIP20",
"TC74AC377F","","TC74AC","Flip-Flop","D-Type Flip-Flop","2","5.5","24","7.4","20","Y","SOP20",
"TC74AC377P","","TC74AC","Flip-Flop","D-Type Flip-Flop","2","5.5","24","7.4","20","N","DIP20",
"TC74AC390F","","TC74AC","Counter","Decade Counter","2","5.5","24","5.5","16","Y","SOP16",
"TC74AC390P","","TC74AC","Counter","Decade Counter","2","5.5","24","5.5","16","N","DIP16",
"TC74AC393FT","","TC74AC","Counter","Binary Counter","2","5.5","24","5","14","Y","TSSOP14",
"TC74AC393F","","TC74AC","Counter","Binary Counter","2","5.5","24","5","14","Y","SOP14",
"TC74AC393P","","TC74AC","Counter","Binary Counter","2","5.5","24","5","14","N","DIP14",
"TC74AC521F","","TC74AC","Arithmetic Circuits","8-Bit Equality Comparator","2","5.5","24","6.4","20","Y","SOP20",
"TC74AC521P","","TC74AC","Arithmetic Circuits","8-Bit Equality Comparator","2","5.5","24","6.4","20","N","DIP20",
"TC74AC534F","","TC74AC","Flip-Flop","D-Type Flip-Flop","2","5.5","24","6.1","20","Y","SOP20",
"TC74AC534P","","TC74AC","Flip-Flop","D-Type Flip-Flop","2","5.5","24","6.1","20","N","DIP20",
"TC74AC540FT","","TC74AC","Gate","Bus Buffer","2","5.5","24","4","20","Y","TSSOP20",
"TC74AC540F","","TC74AC","Gate","Bus Buffer","2","5.5","24","4","20","Y","SOP20",
"TC74AC540P","","TC74AC","Gate","Bus Buffer","2","5.5","24","4","20","N","DIP20",
"TC74AC541FT","","TC74AC","Gate","Bus Buffer","2","5.5","24","4","20","Y","TSSOP20",
"TC74AC541F","","TC74AC","Gate","Bus Buffer","2","5.5","24","4","20","Y","SOP20",
"TC74AC541P","","TC74AC","Gate","Bus Buffer","2","5.5","24","4","20","N","DIP20",
"TC74AC573FT","","TC74AC","Latch","D-Type Latch","2","5.5","24","6","20","Y","TSSOP20",
"TC74AC573F","","TC74AC","Latch","D-Type Latch","2","5.5","24","6","20","Y","SOP20",
"TC74AC573P","","TC74AC","Latch","D-Type Latch","2","5.5","24","6","20","N","DIP20",
"TC74AC574FT","","TC74AC","Flip-Flop","D-Type Flip-Flop","2","5.5","24","6.1","20","Y","TSSOP20",
"TC74AC574F","","TC74AC","Flip-Flop","D-Type Flip-Flop","2","5.5","24","6.1","20","Y","SOP20",
"TC74AC574P","","TC74AC","Flip-Flop","D-Type Flip-Flop","2","5.5","24","6.1","20","N","DIP20",
"TC74AC640FT","","TC74AC","Gate","Bus Transceiver","2","5.5","24","3.9","20","Y","TSSOP20",
"TC74AC640F","","TC74AC","Gate","Bus Transceiver","2","5.5","24","3.9","20","Y","SOP20",
"TC74AC640P","","TC74AC","Gate","Bus Transceiver","2","5.5","24","3.9","20","N","DIP20",
"TC74AC74FT","","TC74AC","Flip-Flop","D-Type Flip-Flop","2","5.5","24","6.1","14","Y","TSSOP14",
"TC74AC74F","","TC74AC","Flip-Flop","D-Type Flip-Flop","2","5.5","24","6.1","14","Y","SOP14",
"TC74AC74P","","TC74AC","Flip-Flop","D-Type Flip-Flop","2","5.5","24","6.1","14","N","DIP14",
"TC74AC86FT","","TC74AC","Gate","Exclusive-OR","2","5.5","24","4.4","14","Y","TSSOP14",
"TC74AC86F","","TC74AC","Gate","Exclusive-OR","2","5.5","24","4.4","14","Y","SOP14",
"TC74AC86P","","TC74AC","Gate","Exclusive-OR","2","5.5","24","4.4","14","N","DIP14",
"TC74ACT00FT","","TC74ACT","Gate","NAND","4.5","5.5","24","4","14","Y","TSSOP14",
"TC74ACT00F","","TC74ACT","Gate","NAND","4.5","5.5","24","4","14","Y","SOP14",
"TC74ACT00P","","TC74ACT","Gate","NAND","4.5","5.5","24","4","14","N","DIP14",
"TC74ACT02FT","","TC74ACT","Gate","NOR","4.5","5.5","24","4.6","14","Y","TSSOP14",
"TC74ACT02F","","TC74ACT","Gate","NOR","4.5","5.5","24","4.6","14","Y","SOP14",
"TC74ACT02P","","TC74ACT","Gate","NOR","4.5","5.5","24","4.6","14","N","DIP14",
"TC74ACT04FT","","TC74ACT","Gate","Inverter","4.5","5.5","24","4.6","14","Y","TSSOP14",
"TC74ACT04F","","TC74ACT","Gate","Inverter","4.5","5.5","24","4.6","14","Y","SOP14",
"TC74ACT04P","","TC74ACT","Gate","Inverter","4.5","5.5","24","4.6","14","N","DIP14",
"TC74ACT08FT","","TC74ACT","Gate","AND","4.5","5.5","24","4.7","14","Y","TSSOP14",
"TC74ACT08F","","TC74ACT","Gate","AND","4.5","5.5","24","4.7","14","Y","SOP14",
"TC74ACT08P","","TC74ACT","Gate","AND","4.5","5.5","24","4.7","14","N","DIP14",
"TC74ACT112F","","TC74ACT","Flip-Flop","J-K Flip-Flop","4.5","5.5","24","6.4","16","Y","SOP16",
"TC74ACT112P","","TC74ACT","Flip-Flop","J-K Flip-Flop","4.5","5.5","24","6.4","16","N","DIP16",
"TC74ACT138FT","","TC74ACT","Decoder","3-to-8 Line Decoder","4.5","5.5","24","6","16","Y","TSSOP16",
"TC74ACT138F","","TC74ACT","Decoder","3-to-8 Line Decoder","4.5","5.5","24","6","16","Y","SOP16",
"TC74ACT138P","","TC74ACT","Decoder","3-to-8 Line Decoder","4.5","5.5","24","6","16","N","DIP16",
"TC74ACT139FT","","TC74ACT","Decoder","2-to-4 Line Decoder","4.5","5.5","24","5.5","16","Y","TSSOP16",
"TC74ACT139F","","TC74ACT","Decoder","2-to-4 Line Decoder","4.5","5.5","24","5.5","16","Y","SOP16",
"TC74ACT139P","","TC74ACT","Decoder","2-to-4 Line Decoder","4.5","5.5","24","5.5","16","N","DIP16",
"TC74ACT14FT","","TC74ACT","Gate","Schmitt Inverter","4.5","5.5","24","6.5","14","Y","TSSOP14",
"TC74ACT14F","","TC74ACT","Gate","Schmitt Inverter","4.5","5.5","24","6.5","14","Y","SOP14",
"TC74ACT14P","","TC74ACT","Gate","Schmitt Inverter","4.5","5.5","24","6.5","14","N","DIP14",
"TC74ACT151F","","TC74ACT","Multiplexer","8-Channel Multiplexer","4.5","5.5","24","7.1","16","Y","SOP16",
"TC74ACT151P","","TC74ACT","Multiplexer","8-Channel Multiplexer","4.5","5.5","24","7.1","16","N","DIP16",
"TC74ACT153F","","TC74ACT","Multiplexer","4-Channel Multiplexer","4.5","5.5","24","5.4","16","Y","SOP16",
"TC74ACT153P","","TC74ACT","Multiplexer","4-Channel Multiplexer","4.5","5.5","24","5.4","16","N","DIP16",
"TC74ACT157FT","","TC74ACT","Multiplexer","2-Channel Multiplexer","4.5","5.5","24","5.1","16","Y","TSSOP16",
"TC74ACT157F","","TC74ACT","Multiplexer","2-Channel Multiplexer","4.5","5.5","24","5.1","16","Y","SOP16",
"TC74ACT157P","","TC74ACT","Multiplexer","2-Channel Multiplexer","4.5","5.5","24","5.1","16","N","DIP16",
"TC74ACT161F","","TC74ACT","Counter","Binary Counter","4.5","5.5","24","7.2","16","Y","SOP16",
"TC74ACT161P","","TC74ACT","Counter","Binary Counter","4.5","5.5","24","7.2","16","N","DIP16",
"TC74ACT163F","","TC74ACT","Counter","Binary Counter","4.5","5.5","24","7.2","16","Y","SOP16",
"TC74ACT163P","","TC74ACT","Counter","Binary Counter","4.5","5.5","24","7.2","16","N","DIP16",
"TC74ACT164FT","","TC74ACT","Shift Register","Serial-In/Parallel-Out Shift Register","4.5","5.5","24","6.6","14","Y","TSSOP14",
"TC74ACT164F","","TC74ACT","Shift Register","Serial-In/Parallel-Out Shift Register","4.5","5.5","24","6.6","14","Y","SOP14",
"TC74ACT164P","","TC74ACT","Shift Register","Serial-In/Parallel-Out Shift Register","4.5","5.5","24","6.6","14","N","DIP14",
"TC74ACT174F","","TC74ACT","Flip-Flop","D-Type Flip-Flop","4.5","5.5","24","7.1","16","Y","SOP16",
"TC74ACT174P","","TC74ACT","Flip-Flop","D-Type Flip-Flop","4.5","5.5","24","7.1","16","N","DIP16",
"TC74ACT175F","","TC74ACT","Flip-Flop","D-Type Flip-Flop","4.5","5.5","24","6.9","16","Y","SOP16",
"TC74ACT175P","","TC74ACT","Flip-Flop","D-Type Flip-Flop","4.5","5.5","24","6.9","16","N","DIP16",
"TC74ACT240FT","","TC74ACT","Gate","Bus Buffer","4.5","5.5","24","5","20","Y","TSSOP20",
"TC74ACT240F","","TC74ACT","Gate","Bus Buffer","4.5","5.5","24","5","20","Y","SOP20",
"TC74ACT240P","","TC74ACT","Gate","Bus Buffer","4.5","5.5","24","5","20","N","DIP20",
"TC74ACT244FT","","TC74ACT","Gate","Bus Buffer","4.5","5.5","24","5","20","Y","TSSOP20",
"TC74ACT244F","","TC74ACT","Gate","Bus Buffer","4.5","5.5","24","5","20","Y","SOP20",
"TC74ACT244P","","TC74ACT","Gate","Bus Buffer","4.5","5.5","24","5","20","N","DIP20",
"TC74ACT245FT","","TC74ACT","Gate","Bus Transceiver","4.5","5.5","24","4.7","20","Y","TSSOP20",
"TC74ACT245F","","TC74ACT","Gate","Bus Transceiver","4.5","5.5","24","4.7","20","Y","SOP20",
"TC74ACT245P","","TC74ACT","Gate","Bus Transceiver","4.5","5.5","24","4.7","20","N","DIP20",
"TC74ACT257F","","TC74ACT","Multiplexer","2-Channel Multiplexer","4.5","5.5","24","5.8","16","Y","SOP16",
"TC74ACT257P","","TC74ACT","Multiplexer","2-Channel Multiplexer","4.5","5.5","24","5.8","16","N","DIP16",
"TC74ACT273F","","TC74ACT","Flip-Flop","D-Type Flip-Flop","4.5","5.5","24","6.6","20","Y","SOP20",
"TC74ACT273P","","TC74ACT","Flip-Flop","D-Type Flip-Flop","4.5","5.5","24","6.6","20","N","DIP20",
"TC74ACT280F","","TC74ACT","Arithmetic Circuits","Parity Generator","4.5","5.5","24","9.2","14","Y","SOP14",
"TC74ACT280P","","TC74ACT","Arithmetic Circuits","Parity Generator","4.5","5.5","24","9.2","14","N","DIP14",
"TC74ACT299F","","TC74ACT","Shift Register","Parallel-In/Parallel-Out Shift Register","4.5","5.5","24","7.2","20","Y","SOP20",
"TC74ACT299P","","TC74ACT","Shift Register","Parallel-In/Parallel-Out Shift Register","4.5","5.5","24","7.2","20","N","DIP20",
"TC74ACT32FT","","TC74ACT","Gate","OR","4.5","5.5","24","4.5","14","Y","TSSOP14",
"TC74ACT32F","","TC74ACT","Gate","OR","4.5","5.5","24","4.5","14","Y","SOP14",
"TC74ACT32P","","TC74ACT","Gate","OR","4.5","5.5","24","4.5","14","N","DIP14",
"TC74ACT373FT","","TC74ACT","Latch","D-Type Latch","4.5","5.5","24","5.2","20","Y","TSSOP20",
"TC74ACT373F","","TC74ACT","Latch","D-Type Latch","4.5","5.5","24","5.2","20","Y","SOP20",
"TC74ACT373P","","TC74ACT","Latch","D-Type Latch","4.5","5.5","24","5.2","20","N","DIP20",
"TC74ACT374FT","","TC74ACT","Flip-Flop","D-Type Flip-Flop","4.5","5.5","24","6.1","20","Y","TSSOP20",
"TC74ACT374F","","TC74ACT","Flip-Flop","D-Type Flip-Flop","4.5","5.5","24","6.1","20","Y","SOP20",
